actor,filmId,genre,producer,rating,title
Ralph Fiennes,8321.0,Comedy,Graham Broadbent,7.0,In Bruges
John Cusack,2757.0,Comedy,Jonathan Demme,7.0,Adaptation.
Nicolas Cage,2757.0,Comedy,Jonathan Demme,7.0,Adaptation.
Christian Bale,7299.0,Action,Jan de Bont,7.0,Equilibrium
Michael Caine,17590.0,Comedy,Burtt Harris,7.0,Deathtrap
Forest Whitaker,14047.0,Drama,Oprah Winfrey,7.0,The Great Debaters
Denzel Washington,14047.0,Drama,Oprah Winfrey,7.0,The Great Debaters
Paul Rudd,6575.0,Comedy,Clayton Townsend,7.0,Walk Hard: The Dewey Cox Story
Joaquin Phoenix,8954.0,Drama,A. Kitman Ho,7.0,Reservation Road
Robert Downey Jr.,8194.0,Crime,Robert Downey Jr.,7.0,A Guide To Recognizing Your Saints
Willem Dafoe,375183.0,Drama,Gerard Butler,7.0,A Family Man
Michael Caine,9693.0,Drama,Iain Smith,7.0,Children of Men
Samuel L. Jackson,20876.0,Comedy,Patrick McCormick,7.0,A Shock to the System
Michael Caine,20876.0,Comedy,Patrick McCormick,7.0,A Shock to the System
Clint Eastwood,40374.0,Drama,Robert Daley,7.0,Breezy
John Cusack,36709.0,Adventure,Tim Bevan,7.0,Map of the Human Heart
Morgan Freeman,1667.0,Documentary,Christophe Lioud,7.0,March of the Penguins
Michael Caine,28270.0,Action,Léo L. Fuchs,7.0,Gambit
Mark Ruffalo,1538.0,Drama,Michael Mann,7.0,Collateral
Javier Bardem,1538.0,Drama,Michael Mann,7.0,Collateral
Jamie Foxx,1538.0,Drama,Michael Mann,7.0,Collateral
Colin Farrell,18923.0,Romance,Tom Hulce,7.0,A Home at the End of the World
Jason Statham,1538.0,Drama,Michael Mann,7.0,Collateral
Jeremy Renner,9787.0,Drama,John Linson,7.0,Lords of Dogtown
Paul Giamatti,921.0,Romance,Brian Grazer,7.0,Cinderella Man
Russell Crowe,921.0,Romance,Brian Grazer,7.0,Cinderella Man
Ben Stiller,953.0,Family,Mireille Soria,7.0,Madagascar
Dustin Hoffman,31200.0,Drama,Dustin Hoffman,7.0,Agatha
Ryan Reynolds,11282.0,Comedy,Greg Shapiro,7.0,Harold & Kumar Go to White Castle
Ewan McGregor,1895.0,Science Fiction,Rick McCallum,7.0,Star Wars: Episode III - Revenge of the Sith
Samuel L. Jackson,1895.0,Science Fiction,Rick McCallum,7.0,Star Wars: Episode III - Revenge of the Sith
Morgan Freeman,10027.0,Action,Luc Besson,7.0,Unleashed
Tom Cruise,1538.0,Drama,Michael Mann,7.0,Collateral
Joseph Gordon-Levitt,11171.0,Drama,Gregg Araki,7.0,Mysterious Skin
Matt Damon,2502.0,Action,Frank Marshall,7.0,The Bourne Supremacy
Will Ferrell,8699.0,Comedy,Judd Apatow,7.0,Anchorman: The Legend of Ron Burgundy
Paul Rudd,9603.0,Comedy,Scott Rudin,7.0,Clueless
Willem Dafoe,9791.0,Crime,Steve Buscemi,7.0,Animal Factory
Ben Kingsley,257.0,Crime,Roman Polanski,7.0,Oliver Twist
Viggo Mortensen,59.0,Drama,Chris Bender,7.0,A History of Violence
Johnny Depp,3933.0,Romance,Tim Burton,7.0,Corpse Bride
Morgan Freeman,1947.0,Drama,"Alan Ladd, Jr.",7.0,An Unfinished Life
Idris Elba,16374.0,Drama,Daniel Delume,7.0,Sometimes in April
Tom Hanks,594.0,Comedy,Steven Spielberg,7.0,The Terminal
Nicolas Cage,1830.0,Crime,Nicolas Cage,7.0,Lord of War
Ben Stiller,8699.0,Comedy,Judd Apatow,7.0,Anchorman: The Legend of Ron Burgundy
Stanley Tucci,594.0,Comedy,Steven Spielberg,7.0,The Terminal
Ralph Fiennes,1985.0,Drama,Henning Molfenter,7.0,The Constant Gardener
Willem Dafoe,558.0,Action,Laura Ziskin,7.0,Spider-Man 2
J.K. Simmons,558.0,Action,Laura Ziskin,7.0,Spider-Man 2
James Franco,558.0,Action,Laura Ziskin,7.0,Spider-Man 2
Steve Carell,8699.0,Comedy,Judd Apatow,7.0,Anchorman: The Legend of Ron Burgundy
Paul Rudd,8699.0,Comedy,Judd Apatow,7.0,Anchorman: The Legend of Ron Burgundy
Mark Wahlberg,8292.0,Action,Lorenzo di Bonaventura,7.0,Four Brothers
Ralph Fiennes,13919.0,Comedy,Lawrence Bender,7.0,The Chumscrubber
Bill Murray,308.0,Comedy,Jon Kilik,7.0,Broken Flowers
Nicolas Cage,451.0,Drama,Lila Cazès,7.0,Leaving Las Vegas
Don Cheadle,1640.0,Drama,Paul Haggis,7.0,Crash
Hugh Dancy,8588.0,Drama,Pippa Cross,8.0,Shooting Dogs
Patrick Stewart,30060.0,Adventure,Martin Rosen,8.0,The Plague Dogs
Matt Damon,12429.0,Animation,Toshio Suzuki,8.0,Ponyo
Ian McKellen,120.0,Adventure,Peter Jackson,8.0,The Lord of the Rings: The Fellowship of the Ring
Viggo Mortensen,120.0,Adventure,Peter Jackson,8.0,The Lord of the Rings: The Fellowship of the Ring
Woody Harrelson,11321.0,Drama,Will Smith,8.0,Seven Pounds
Clint Eastwood,13223.0,Drama,Clint Eastwood,8.0,Gran Torino
Russell Crowe,453.0,Drama,Brian Grazer,8.0,A Beautiful Mind
Christopher Plummer,453.0,Drama,Brian Grazer,8.0,A Beautiful Mind
Michael Caine,993.0,Thriller,David Middlemas,8.0,Sleuth
Paul Giamatti,60230.0,Documentary,Alan Klingenstein,8.0,Trumbo
Dustin Hoffman,60230.0,Documentary,Alan Klingenstein,8.0,Trumbo
Michael Caine,155.0,Drama,Charles Roven,8.0,The Dark Knight
Gary Oldman,155.0,Drama,Charles Roven,8.0,The Dark Knight
Morgan Freeman,155.0,Drama,Charles Roven,8.0,The Dark Knight
Christian Bale,155.0,Drama,Charles Roven,8.0,The Dark Knight
Daniel Day-Lewis,7345.0,Drama,Paul Thomas Anderson,8.0,There Will Be Blood
Ian McKellen,121.0,Adventure,Barrie M. Osborne,8.0,The Lord of the Rings: The Two Towers
Viggo Mortensen,121.0,Adventure,Barrie M. Osborne,8.0,The Lord of the Rings: The Two Towers
Dustin Hoffman,891.0,Drama,Walter Coblenz,8.0,All the President's Men
Jean Reno,776.0,Drama,Jean Renoir,8.0,The Rules of the Game
Geoffrey Rush,12.0,Animation,Graham Walters,8.0,Finding Nemo
Willem Dafoe,12.0,Animation,Graham Walters,8.0,Finding Nemo
Geoffrey Rush,49409.0,Comedy,Richard Brennan,8.0,Starstruck
Sean Penn,2011.0,Animation,Kathleen Kennedy,8.0,Persepolis
Sean Penn,322.0,Thriller,Clint Eastwood,8.0,Mystic River
Tommy Lee Jones,6977.0,Crime,Joel Coen,8.0,No Country for Old Men
Javier Bardem,6977.0,Crime,Joel Coen,8.0,No Country for Old Men
Robert De Niro,262.0,Comedy,Robert F. Colesberry,8.0,The King of Comedy
Adrien Brody,423.0,Drama,Roman Polanski,8.0,The Pianist
Christopher Walken,640.0,Drama,Steven Spielberg,8.0,Catch Me If You Can
Leonardo DiCaprio,640.0,Drama,Steven Spielberg,8.0,Catch Me If You Can
Tom Hanks,640.0,Drama,Steven Spielberg,8.0,Catch Me If You Can
Woody Harrelson,6977.0,Crime,Joel Coen,8.0,No Country for Old Men
Forest Whitaker,5491.0,Action,John Travolta,5.0,Battlefield Earth
Forest Whitaker,259808.0,TV Movie,Michael Nozik,8.0,Criminal Justice
Brad Pitt,4477.0,Crime,Robert F. Colesberry,6.0,The Devil's Own
Michael Fassbender,13510.0,Horror,Christian Colson,7.0,Eden Lake
Kevin Costner,310431.0,Drama,Ann Locktov,5.0,Stacy's Knights
Chris Hemsworth,284053.0,Action,Kevin Feige,5.0,Thor: Ragnarok
Will Ferrell,46286.0,Comedy,J.J. Abrams,5.0,The Suburbans
Matthew McConaughey,16780.0,Horror,Kim Henkel,5.0,Texas Chainsaw Massacre: The Next Generation
Jude Law,119213.0,Crime,Dan Halsted,5.0,Cold Around the Heart
Nicolas Cage,218043.0,Thriller,Ed Clydesdale,5.0,Left Behind
Stanley Tucci,45662.0,Animation,John H. Williams,5.0,Space Chimps 2: Zartog Strikes Back
Christopher Walken,55066.0,Horror,David L. Bushell,5.0,The Eternal
Stanley Tucci,96171.0,Drama,Ephraim Horowitz,5.0,Men of Respect
Leonardo DiCaprio,12702.0,Comedy,Rupert Harvey,5.0,Critters 3
Ben Stiller,80035.0,Comedy,Shawn Levy,5.0,The Watch
Samuel L. Jackson,8285.0,Action,Michael Uslan,5.0,The Spirit
Tom Hanks,9586.0,Comedy,Brian De Palma,5.0,The Bonfire of the Vanities
Channing Tatum,72559.0,Adventure,Lorenzo di Bonaventura,5.0,G.I. Joe: Retaliation
Antonio Banderas,28308.0,Drama,Rudy Cohen,5.0,The Body
Jason Bateman,77625.0,Thriller,Andy Tennant,5.0,Moving Target
Patrick Stewart,321039.0,Horror,Keith Arem,5.0,The Phoenix Incident
Morgan Freeman,10064.0,Thriller,Boaz Davidson,5.0,Edison
Dwayne Johnson,266639.0,Drama,Brian Goldner,5.0,Jem and the Holograms
Ian McKellen,8850.0,Adventure,Martin Bregman,5.0,The Shadow
Forest Whitaker,44303.0,Family,Spike Jonze,5.0,Higglety Pigglety Pop! or There Must Be More to Life
James Franco,337874.0,Drama,James Franco,5.0,Goat
Willem Dafoe,9310.0,Comedy,Paul Weitz,5.0,American Dreamz
Samuel L. Jackson,13572.0,Action,Arnold Kopelson,5.0,Twisted
Tommy Lee Jones,21950.0,Crime,Jeff Begun,5.0,Jackson County Jail
Owen Wilson,12634.0,Comedy,Jorge Saralegui,5.0,The Big Bounce
Ryan Gosling,330947.0,Drama,Sarah Green,5.0,Song to Song
James Franco,274504.0,Action,James Franco,5.0,The Adderall Diaries
Stanley Tucci,184530.0,Family,Donald Everett Axinn,5.0,Spin
Colin Farrell,1967.0,Drama,Tom Cruise,5.0,Ask the Dust
Dustin Hoffman,6439.0,Comedy,Broderick Johnson,5.0,Racing Stripes
Anthony Hopkins,41843.0,Drama,David L. Wolper,5.0,Surviving Picasso
Dwayne Johnson,4551.0,Comedy,Danny DeVito,5.0,Be Cool
Chris Pratt,266639.0,Drama,Brian Goldner,5.0,Jem and the Holograms
Kevin Spacey,10064.0,Thriller,Boaz Davidson,5.0,Edison
Bill Murray,253414.0,Comedy,Steve Bing,5.0,Rock the Kasbah
Michael Fassbender,330947.0,Drama,Sarah Green,5.0,Song to Song
Tom Hanks,10905.0,Action,Victor Drai,5.0,The Man with One Red Shoe
Morgan Freeman,12634.0,Comedy,Jorge Saralegui,5.0,The Big Bounce
Jamie Foxx,10048.0,Action,Laura Ziskin,5.0,Stealth
Ben Kingsley,10077.0,Thriller,Frank Hübner,5.0,A Sound of Thunder
John Goodman,888.0,Fantasy,Bruce Cohen,5.0,The Flintstones
Steve Carell,9893.0,Comedy,Charles Weinstock,5.0,Sleepover
Ian McKellen,41149.0,Drama,Trevor Nunn,5.0,A Performance of Macbeth
Anthony Hopkins,359790.0,Thriller,Rick Dugdale,5.0,Blackway
Tom Cruise,282035.0,Thriller,Sean Daniel,5.0,The Mummy
Russell Crowe,282035.0,Thriller,Sean Daniel,5.0,The Mummy
Russell Crowe,9271.0,Action,Gary Lucchesi,5.0,Virtuosity
Patrick Stewart,322487.0,Adventure,Harry Linden,5.0,Spark: A Space Tail
John Cusack,388202.0,Action,George Furla,5.0,Arsenal
Forest Whitaker,76640.0,Action,Lorenzo di Bonaventura,6.0,The Last Stand
Russell Crowe,98357.0,Thriller,Arnon Milchan,6.0,Broken City
Mark Wahlberg,98357.0,Thriller,Arnon Milchan,6.0,Broken City
Jason Statham,119283.0,Action,Sidney Kimmel,6.0,Parker
Jeremy Renner,60304.0,Fantasy,Tommy Wirkola,6.0,Hansel & Gretel: Witch Hunters
Al Pacino,121824.0,Thriller,Tom Rosenberg,6.0,Stand Up Guys
Ben Kingsley,139244.0,Drama,Peter Shaw,6.0,The Tale of Sweeney Todd
Christopher Walken,121824.0,Thriller,Tom Rosenberg,6.0,Stand Up Guys
Channing Tatum,109421.0,Thriller,Lorenzo di Bonaventura,6.0,Side Effects
Jason Bateman,109431.0,Comedy,Pamela Abdy,6.0,Identity Thief
Jeremy Irons,109491.0,Fantasy,Broderick Johnson,6.0,Beautiful Creatures
Tom Cruise,84330.0,Documentary,Tim Kirk,6.0,Room 237
Dwayne Johnson,134411.0,Thriller,Jonathan King,6.0,Snitch
J.K. Simmons,145135.0,Science Fiction,Jason Blum,6.0,Dark Skies
Ewan McGregor,81005.0,Action,David Dobkin,6.0,Jack the Giant Slayer
Jude Law,109421.0,Thriller,Lorenzo di Bonaventura,6.0,Side Effects
Johnny Depp,9768.0,Comedy,Rachel Talalay,6.0,Cry-Baby
Matt Damon,75760.0,Documentary,Ninive Calegari,6.0,American Teacher
Jude Law,1448.0,Drama,Carolyn Choa,6.0,The Wisdom of Crocodiles
William H. Macy,10731.0,Drama,Arnon Milchan,6.0,The Client
Tommy Lee Jones,10731.0,Drama,Arnon Milchan,6.0,The Client
Hugh Jackman,11232.0,Comedy,Cathy Konrad,6.0,Kate & Leopold
Denzel Washington,8512.0,Drama,Jesse Beaton,6.0,Devil in a Blue Dress
Patrick Stewart,12589.0,Action,Steve Oedekerk,6.0,Jimmy Neutron: Boy Genius
Keanu Reeves,1649.0,Adventure,Scott Kroopf,6.0,Bill & Ted's Bogus Journey
Geoffrey Rush,9523.0,Crime,Jan Chapman,6.0,Lantana
Tom Cruise,1903.0,Drama,Tom Cruise,6.0,Vanilla Sky
Samuel L. Jackson,11587.0,Thriller,Carter DeHaven,6.0,The Exorcist III
Chris Evans,11397.0,Comedy,Neal H. Moritz,6.0,Not Another Teen Movie
Jim Carrey,3049.0,Comedy,James G. Robinson,6.0,Ace Ventura: Pet Detective
Tommy Lee Jones,11551.0,Comedy,Colin Wilson,6.0,Small Soldiers
Kevin Costner,19855.0,Drama,Jon Avnet,6.0,The War
Don Cheadle,8512.0,Drama,Jesse Beaton,6.0,Devil in a Blue Dress
Antonio Banderas,9342.0,Action,Doug Claybourne,6.0,The Mask of Zorro
Adrien Brody,19076.0,Drama,Redmond Morris,6.0,The Affair of the Necklace
Christopher Walken,19076.0,Drama,Redmond Morris,6.0,The Affair of the Necklace
Owen Wilson,8007.0,Action,John Davis,6.0,Behind Enemy Lines
Clint Eastwood,10650.0,Action,Clint Eastwood,6.0,Sudden Impact
Willem Dafoe,46797.0,Drama,Harvey Kass,6.0,Tom & Viv
Patrick Stewart,193.0,Science Fiction,Rick Berman,6.0,Star Trek: Generations
Samuel L. Jackson,37835.0,Action,Mark Buntzman,6.0,The Exterminator
Michael Caine,34388.0,Thriller,Charles D. Kasher,6.0,Funeral in Berlin
Jean Reno,10656.0,Action,Luc Besson,6.0,Subway
Anthony Hopkins,9342.0,Action,Doug Claybourne,6.0,The Mask of Zorro
Jason Statham,10796.0,Action,Charles Newirth,6.0,The One
Owen Wilson,95.0,Action,Jerry Bruckheimer,6.0,Armageddon
Steve Buscemi,95.0,Action,Jerry Bruckheimer,6.0,Armageddon
Jeremy Irons,2135.0,Science Fiction,David Valdes,6.0,The Time Machine
Jason Statham,9991.0,Comedy,Matthew Vaughn,6.0,Mean Machine
Kevin Costner,10052.0,Drama,Tom Shadyac,6.0,Dragonfly
Ben Stiller,16148.0,Comedy,Janet Yang,6.0,Zero Effect
Robert Duvall,12280.0,Comedy,Brian Grazer,6.0,The Paper
Colin Farrell,10592.0,Drama,David Foster,6.0,Hart's War
Christopher Walken,27593.0,Comedy,Richard Shepard,6.0,"Scotland, Pa."
Paul Giamatti,11870.0,Comedy,Brian Robbins,6.0,Big Fat Liar
Nicolas Cage,10660.0,Comedy,Mike Lobell,6.0,It Could Happen to You
Ben Stiller,11857.0,Comedy,Scott Rudin,6.0,Orange County
Stanley Tucci,10660.0,Comedy,Mike Lobell,6.0,It Could Happen to You
Ben Affleck,95.0,Action,Jerry Bruckheimer,6.0,Armageddon
John Goodman,9449.0,Adventure,Tim Bevan,6.0,The Borrowers
J.K. Simmons,215373.0,Drama,Denis Leary,6.0,Love Walked In
Steve Buscemi,29825.0,Comedy,Tom Rosenberg,6.0,The Real Blonde
Mark Wahlberg,9448.0,Action,Warren Zide,6.0,The Big Hit
Morgan Freeman,8656.0,Action,Richard D. Zanuck,6.0,Deep Impact
Robert Duvall,8656.0,Action,Richard D. Zanuck,6.0,Deep Impact
Don Cheadle,9452.0,Comedy,Pieter Jan Brugge,6.0,Bulworth
Viggo Mortensen,1965.0,Crime,Peter Macgregor-Scott,6.0,A Perfect Murder
Harrison Ford,6068.0,Action,Roger Birnbaum,6.0,Six Days Seven Nights
Samuel L. Jackson,1389.0,Romance,Danny DeVito,6.0,Out of Sight
George Clooney,1389.0,Romance,Danny DeVito,6.0,Out of Sight
Don Cheadle,1389.0,Romance,Danny DeVito,6.0,Out of Sight
Kevin Spacey,6440.0,Drama,Leslie Holleran,6.0,The Shipping News
Russell Crowe,12106.0,Action,Patrick Markey,6.0,The Quick and the Dead
Leonardo DiCaprio,12106.0,Action,Patrick Markey,6.0,The Quick and the Dead
Patrick Stewart,17447.0,Comedy,Victoria Maxwell,6.0,Jeffrey
Paul Rudd,2171.0,Comedy,David Wain,6.0,Wet Hot American Summer
Bradley Cooper,2171.0,Comedy,David Wain,6.0,Wet Hot American Summer
Paul Giamatti,869.0,Thriller,Richard D. Zanuck,6.0,Planet of the Apes
Mark Wahlberg,869.0,Thriller,Richard D. Zanuck,6.0,Planet of the Apes
Patrick Stewart,2107.0,Comedy,Daniel Melnick,6.0,L.A. Story
John Cusack,11467.0,Comedy,Billy Crystal,6.0,America's Sweethearts
Stanley Tucci,11467.0,Comedy,Billy Crystal,6.0,America's Sweethearts
Christopher Walken,11467.0,Comedy,Billy Crystal,6.0,America's Sweethearts
Tommy Lee Jones,31606.0,Action,Beverly J. Camhe,6.0,The Package
Forest Whitaker,505.0,Crime,Charles Roven,6.0,Johnny Handsome
Morgan Freeman,505.0,Crime,Charles Roven,6.0,Johnny Handsome
Ian McKellen,32261.0,Drama,Stephen Woolley,6.0,Scandal
Jim Carrey,2210.0,Music,Tony Garnett,6.0,Earth Girls Are Easy
Nicolas Cage,8688.0,Crime,Brian De Palma,6.0,Snake Eyes
Mark Ruffalo,16155.0,Comedy,Andrew Hauptman,6.0,Safe Men
John Goodman,11352.0,Fantasy,Kathleen Kennedy,6.0,Always
Ben Kingsley,12582.0,Comedy,Marc Stirdivant,6.0,Without a Clue
Michael Caine,12582.0,Comedy,Marc Stirdivant,6.0,Without a Clue
Jeff Bridges,28176.0,Drama,Fred Fuchs,6.0,Tucker: The Man and His Dream
Gary Oldman,41974.0,Drama,Rick McCallum,6.0,Track 29
Tommy Lee Jones,25497.0,Romance,Nigel Stafford-Clark,6.0,Stormy Monday
Keanu Reeves,51321.0,Drama,Frank Mancuso Jr.,6.0,Permanent Record
Willem Dafoe,38617.0,Action,Alan Barnette,6.0,Off Limits
Peter Dinklage,16155.0,Comedy,Andrew Hauptman,6.0,Safe Men
Robert Downey Jr.,3064.0,Fantasy,Mike Lobell,6.0,Chances Are
Woody Harrelson,2107.0,Comedy,Daniel Melnick,6.0,L.A. Story
Joseph Gordon-Levitt,11675.0,Horror,Paul Freeman,6.0,Halloween: H20
Tom Hanks,2619.0,Comedy,Brian Grazer,6.0,Splash
Patrick Stewart,841.0,Action,Raffaella De Laurentiis,6.0,Dune
Keanu Reeves,9886.0,Adventure,Don Carmody,6.0,Johnny Mnemonic
Don Cheadle,102933.0,Drama,Doug Mankoff,6.0,Things Behind the Sun
John Goodman,25641.0,Comedy,Carol Baum,6.0,My First Mister
Al Pacino,27958.0,Horror,Jerry Weintraub,6.0,Cruising
Robert Duvall,42121.0,Drama,Philip Hobel,6.0,Tender Mercies
Anthony Hopkins,11313.0,Drama,Kerry Heysen,6.0,Hearts in Atlantis
Jeff Bridges,1644.0,Thriller,Larry Brezner,6.0,The Vanishing
Clint Eastwood,15393.0,Crime,Robert Daley,6.0,Play Misty for Me
Ian McKellen,2887.0,Drama,Marcia Basichis,6.0,And the Band Played On
Stanley Tucci,31016.0,Comedy,Edward Burns,6.0,Sidewalks of New York
John Cusack,35144.0,Adventure,Michael Lobell,6.0,The Journey of Natty Gann
Stanley Tucci,2185.0,Action,Barry Sonnenfeld,6.0,Big Trouble
Mark Wahlberg,12508.0,Music,Toby Jaffe,6.0,Rock Star
Will Ferrell,2294.0,Comedy,Scott Mosier,6.0,Jay and Silent Bob Strike Back
Ben Affleck,2294.0,Comedy,Scott Mosier,6.0,Jay and Silent Bob Strike Back
Matt Damon,2294.0,Comedy,Scott Mosier,6.0,Jay and Silent Bob Strike Back
Nicolas Cage,1722.0,Drama,Tim Bevan,6.0,Captain Corelli's Mandolin
Christian Bale,1722.0,Drama,Tim Bevan,6.0,Captain Corelli's Mandolin
Clint Eastwood,20391.0,Drama,Alan Jay Lerner,6.0,Paint Your Wagon
Antonio Banderas,2057.0,Thriller,Kate Guinzburg,6.0,Original Sin
Nicolas Cage,2148.0,Music,Robert Evans,6.0,The Cotton Club
Nicolas Cage,7091.0,Comedy,John Daly,6.0,Vampire's Kiss
Tom Hanks,6951.0,Action,Raymond Wagner,6.0,Turner & Hooch
Kevin Spacey,11185.0,Crime,Marvin Worth,6.0,"See No Evil, Hear No Evil"
Christopher Walken,10935.0,Action,Joann Carelli,6.0,Heaven's Gate
Jeff Bridges,10935.0,Action,Joann Carelli,6.0,Heaven's Gate
Willem Dafoe,10935.0,Action,Joann Carelli,6.0,Heaven's Gate
Robert Duvall,12488.0,Thriller,Jeremy Tannenbaum,6.0,The Gingerbread Man
William H. Macy,9101.0,Comedy,Robert Lawrence,6.0,Down Periscope
John Cusack,13560.0,War,András Hámori,6.0,Max
Steve Buscemi,13595.0,Comedy,Mark Burg,6.0,Airheads
Bill Murray,9414.0,Comedy,Arnon Milchan,6.0,The Man Who Knew Too Little
Kevin Spacey,8197.0,Crime,Clint Eastwood,6.0,Midnight in the Garden of Good and Evil
Patrick Stewart,201.0,Science Fiction,Rick Berman,6.0,Star Trek: Nemesis
Jude Law,8197.0,Crime,Clint Eastwood,6.0,Midnight in the Garden of Good and Evil
Tom Hardy,201.0,Science Fiction,Rick Berman,6.0,Star Trek: Nemesis
John Cusack,8197.0,Crime,Clint Eastwood,6.0,Midnight in the Garden of Good and Evil
Christopher Walken,6283.0,Comedy,Bruce Cohen,6.0,MouseHunt
Al Pacino,41760.0,Comedy,Irwin Winkler,6.0,Author! Author!
Tommy Lee Jones,178.0,Drama,Pen Densham,6.0,Blown Away
Kevin Costner,9922.0,Drama,Steve Tisch,6.0,The Postman
Kevin Costner,12160.0,Drama,Kevin Costner,6.0,Wyatt Earp
George Clooney,2103.0,Drama,James Cameron,6.0,Solaris
Michael Caine,8198.0,Drama,William Horberg,6.0,The Quiet American
Robert Duvall,32077.0,Crime,Robert Chartoff,6.0,True Confessions
Robert De Niro,32077.0,Crime,Robert Chartoff,6.0,True Confessions
Antonio Banderas,9280.0,Thriller,Tarak Ben Ammar,6.0,Femme Fatale
Christopher Walken,17450.0,Drama,Herbert Ross,6.0,Pennies from Heaven
Michael Caine,42149.0,Drama,Edward R. Pressman,6.0,The Hand
Christopher Plummer,31679.0,Action,Peter Yates,6.0,Eyewitness
Morgan Freeman,31679.0,Action,Peter Yates,6.0,Eyewitness
Robert Downey Jr.,33670.0,Comedy,Danton Rissner,6.0,Up the Academy
Robert De Niro,9932.0,Comedy,Jane Rosenthal,6.0,Analyze That
Ben Stiller,2074.0,Comedy,Dean Silvers,6.0,Flirting with Disaster
Jeff Bridges,178.0,Drama,Pen Densham,6.0,Blown Away
Woody Harrelson,14905.0,War,Graham Broadbent,6.0,Welcome to Sarajevo
Jeff Bridges,7015.0,Crime,Mary Ellen Mark,6.0,American Heart
Ralph Fiennes,9613.0,Drama,Catherine Bailey,6.0,Spider
Robert Duvall,16072.0,Drama,Ronald F. Maxwell,6.0,Gods and Generals
Matt Damon,1956.0,Mystery,Dany Wolf,6.0,Gerry
John Goodman,14873.0,Family,Mary Thorne,6.0,The Jungle Book 2
Owen Wilson,6038.0,Action,Roger Birnbaum,6.0,Shanghai Knights
Matthew McConaughey,9919.0,Comedy,Lynda Obst,6.0,How to Lose a Guy in 10 Days
Forest Whitaker,4722.0,Horror,Robert H. Solo,6.0,Body Snatchers
Antonio Banderas,8219.0,Comedy,Pedro Almodóvar,6.0,Labyrinth of Passion
Jeff Bridges,81001.0,Comedy,Robert Mulligan,6.0,Kiss Me Goodbye
Clint Eastwood,10724.0,Science Fiction,Clint Eastwood,6.0,Firefox
Ian McKellen,1959.0,Drama,Beeban Kidron,6.0,Swept from the Sea
Ewan McGregor,8067.0,Fantasy,Andrew Macdonald,6.0,A Life Less Ordinary
Tommy Lee Jones,57834.0,Drama,Robert H. Solo,6.0,Blue Sky
Colin Farrell,12490.0,Comedy,Jonathan Cavendish,6.0,Ordinary Decent Criminal
Christoph Waltz,12490.0,Comedy,Jonathan Cavendish,6.0,Ordinary Decent Criminal
Kevin Spacey,12490.0,Comedy,Jonathan Cavendish,6.0,Ordinary Decent Criminal
Jeremy Irons,1495.0,Drama,Ridley Scott,7.0,Kingdom of Heaven
Edward Norton,1495.0,Drama,Ridley Scott,7.0,Kingdom of Heaven
Robert Downey Jr.,3509.0,Animation,Anne Walker-McBay,7.0,A Scanner Darkly
Daniel Craig,4836.0,Drama,Matthew Vaughn,7.0,Layer Cake
Tom Hardy,4836.0,Drama,Matthew Vaughn,7.0,Layer Cake
Javier Bardem,1913.0,Drama,Fernando Bovaira,7.0,The Sea Inside
Adrien Brody,9667.0,Drama,George Clooney,7.0,The Jacket
Daniel Craig,9667.0,Drama,George Clooney,7.0,The Jacket
Johnny Depp,866.0,Drama,Richard N. Gladstein,7.0,Finding Neverland
Samuel L. Jackson,16635.0,Romance,Robert Chartoff,7.0,In My Country
Dustin Hoffman,866.0,Drama,Richard N. Gladstein,7.0,Finding Neverland
Woody Harrelson,3509.0,Animation,Anne Walker-McBay,7.0,A Scanner Darkly
Keanu Reeves,55931.0,Animation,Lilly Wachowski,7.0,The Animatrix
Christoph Waltz,4326.0,Comedy,Claus Boje,7.0,Herr Lehmann
Jude Law,2288.0,Drama,Mike Nichols,7.0,Closer
Harrison Ford,2998.0,Drama,Carlo Ponti,7.0,Zabriskie Point
Clint Eastwood,31906.0,Drama,Don Siegel,7.0,The Beguiled
Ian McKellen,23615.0,Action,David Conroy,7.0,The Scarlet Pimpernel
Sean Penn,13633.0,Crime,Marty Hornstein,7.0,Bad Boys
Nicolas Cage,232.0,Action,Fred Roos,7.0,Rumble Fish
Viggo Mortensen,21168.0,Drama,Dominic Anciano,7.0,The Reflecting Skin
Antonio Banderas,4043.0,Comedy,Agustín Almodóvar,7.0,Law of Desire
Benedict Cumberbatch,26491.0,Drama,Georgina Lowe,7.0,Tipping the Velvet
Keanu Reeves,3509.0,Animation,Anne Walker-McBay,7.0,A Scanner Darkly
Anthony Hopkins,10858.0,History,Dan Halsted,7.0,Nixon
Johnny Depp,118.0,Adventure,Richard D. Zanuck,7.0,Charlie and the Chocolate Factory
Benicio del Toro,187.0,Action,Elizabeth Avellan,7.0,Sin City
Robert Duvall,29578.0,Thriller,Herbert Ross,7.0,The Seven-Per-Cent Solution
Keanu Reeves,561.0,Drama,Akiva Goldsman,7.0,Constantine
John Goodman,27007.0,Documentary,Mark Brian Smith,7.0,Overnight
Mark Wahlberg,27007.0,Documentary,Mark Brian Smith,7.0,Overnight
Channing Tatum,7214.0,Drama,Brian Robbins,7.0,Coach Carter
Samuel L. Jackson,7214.0,Drama,Brian Robbins,7.0,Coach Carter
Geoffrey Rush,10609.0,Drama,Simon Bosanquet,7.0,The Life and Death of Peter Sellers
